index,state,county,no_01,no_02,no_03,no_other,yes_01,yes_02,yes_03,yes_other,evac
368,FL,santa rosa county,,,,,information about the severity of the storm,probability (odds) were high that the storm could hit,,,"yes, evacuated"
369,FL,franklin county,4,,,,,,,,"no, did not evacuate"
370,FL,gulf county,29,,,GODS WITH US,,,,,"no, did not evacuate"
371,FL,monroe county,,,,,advice from the media,,,,"yes, evacuated"
372,FL,santa rosa county,,,,,probability (odds) were high that the storm could hit,national weather service issued hurricane warning,forecast indicated storm could hit,,"yes, evacuated"
373,FL,inland counties,24,,,,,,,,"no, did not evacuate"
374,FL,escambia county,14,,,,,,,,"no, did not evacuate"
375,FL,inland counties,14,,,,,,,,"no, did not evacuate"
376,FL,bay county,6,,,,,,,,"no, did not evacuate"
377,FL,franklin county,6,,,,,,,,"no, did not evacuate"
378,FL,okaloosa county,6,,,,,,,,"no, did not evacuate"
379,FL,okaloosa county,21,,,,,,,,"no, did not evacuate"
380,FL,santa rosa county,6,,,,,,,,"no, did not evacuate"
381,FL,bay county,6,job required staying,"tried to leave, but returned home because of traffic",,,,,,"no, did not evacuate"
382,FL,bay county,4,,,,,,,,"no, did not evacuate"
383,FL,franklin county,1,,,,,,,,"no, did not evacuate"
384,FL,santa rosa county,,,,,concerned storm would cause home to flood,concerned strong winds would make house unsafe,,,"yes, evacuated"
385,FL,gulf county,28,,,,,,,,"no, did not evacuate"
386,FL,inland counties,14,,,,,,,,"no, did not evacuate"
387,FL,franklin county,2,location was on the weak (left) side of the storm,house is well built (strong enough to be safe in storm),,,,,,"no, did not evacuate"
388,FL,inland counties,,,,,advice from friend or relative,,,,"yes, evacuated"
389,FL,inland counties,30,,,,,,,,"no, did not evacuate"
390,FL,escambia county,6,,,,,,,,"no, did not evacuate"
391,FL,santa rosa county,16,,,,,,,,"no, did not evacuate"
392,FL,okaloosa county,6,,,,,,,,"no, did not evacuate"
393,FL,santa rosa county,6,,,,,,,,"no, did not evacuate"
394,FL,walton county,,,,,concerned that storm might hit,,,,"yes, evacuated"
395,FL,monroe county,18,,,,,,,,"no, did not evacuate"
396,FL,walton county,18,,,,,,,,"no, did not evacuate"
397,FL,okaloosa county,29,,,"I GREW UP IN SOUTH FLORIDA, NOTHING SCARES ME",,,,,"no, did not evacuate"
398,FL,bay county,30,,,,,,,,"no, did not evacuate"
399,FL,escambia county,,,,,experience in other storms,,,,"yes, evacuated"
400,FL,walton county,4,,,STRENGHT OF STORM,,,,,"no, did not evacuate"
401,FL,santa rosa county,18,,,,,,,,"no, did not evacuate"
402,FL,escambia county,,,,,concerned that storm might hit,,,,"yes, evacuated"
403,FL,santa rosa county,,,,,advice or order by public safety officials,,,,"yes, evacuated"
404,FL,inland counties,1,,,,,,,,"no, did not evacuate"
405,FL,okaloosa county,,,,,information about the severity of the storm,,,,"yes, evacuated"
406,FL,santa rosa county,1,,,,,,,,"no, did not evacuate"
407,FL,bay county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
408,FL,santa rosa county,4,,,,,,,,"no, did not evacuate"
409,FL,escambia county,25,,,,,,,,"no, did not evacuate"
410,FL,escambia county,6,,,,,,,,"no, did not evacuate"
411,FL,okaloosa county,6,,,,,,,,"no, did not evacuate"
412,FL,okaloosa county,,,,,advice or order by elected officials,,,,"yes, evacuated"
413,FL,monroe county,22,,,,,,,,"no, did not evacuate"
414,FL,santa rosa county,7,,,,,,,,"no, did not evacuate"
415,FL,gulf county,,,,,advice or order by elected officials,,,,"yes, evacuated"
416,FL,escambia county,16,,,,,,,,"no, did not evacuate"
417,FL,bay county,24,,,,,,,,"no, did not evacuate"
418,FL,walton county,,,,,advice or order by elected officials,,,,"yes, evacuated"
419,FL,gulf county,4,,,,,,,,"no, did not evacuate"
420,FL,escambia county,26,,,,,,,,"no, did not evacuate"
421,FL,inland counties,29,,,WATCHING THE REAL TIME WEATHER,,,,,"no, did not evacuate"
422,FL,franklin county,24,storm wasn't severe enough to be dangerous even if it hit,,,,,,,"no, did not evacuate"
423,FL,escambia county,7,,,,,,,,"no, did not evacuate"
424,FL,walton county,6,,,,,,,,"no, did not evacuate"
425,FL,inland counties,24,,,,,,,,"no, did not evacuate"
426,FL,gulf county,2,,,,,,,,"no, did not evacuate"
427,FL,gulf county,4,,,,,,,,"no, did not evacuate"
428,FL,okaloosa county,5,,,,,,,,"no, did not evacuate"
429,FL,okaloosa county,,,,,advice or order by elected officials,,,,"yes, evacuated"
430,FL,walton county,,,,,advice from national weather service,,,,"yes, evacuated"
431,FL,inland counties,6,,,,,,,,"no, did not evacuate"
432,FL,santa rosa county,,,,,concerned strong winds would make house unsafe,concerned storm would cause home to flood,,,"yes, evacuated"
433,FL,okaloosa county,,,,,advice or order by public safety officials,,,,"yes, evacuated"
434,FL,monroe county,,,,,experience in other storms,,,,"yes, evacuated"
435,FL,monroe county,,,,,advice or order by elected officials,,,,"yes, evacuated"
436,FL,okaloosa county,7,,,,,,,,"no, did not evacuate"
437,FL,escambia county,16,,,,,,,,"no, did not evacuate"
438,FL,okaloosa county,,,,,"other, specify",,,BECAUSE I LIVEDIN FLORIDA FOR 31 YEARS,"yes, evacuated"
439,FL,inland counties,,,,,experience in other storms,,,,"yes, evacuated"
440,FL,santa rosa county,6,,,,,,,,"no, did not evacuate"
441,FL,okaloosa county,,,,,forecast indicated storm would hit,,,,"yes, evacuated"
442,FL,monroe county,,,,,experience in other storms,,,,"yes, evacuated"
443,FL,bay county,,,,,experience in other storms,,,,"yes, evacuated"
444,FL,escambia county,,,,,concerned that storm might hit,,,,"yes, evacuated"
445,FL,santa rosa county,6,,,,,,,,"no, did not evacuate"
446,FL,monroe county,1,,,,,,,,"no, did not evacuate"
447,FL,inland counties,3,,,,,,,,"no, did not evacuate"
448,FL,gulf county,4,,,,,,,,"no, did not evacuate"
449,FL,walton county,6,,,,,,,,"no, did not evacuate"
450,FL,franklin county,3,,,,,,,,"no, did not evacuate"
451,FL,inland counties,18,,,,,,,,"no, did not evacuate"
452,FL,okaloosa county,13,,,,,,,,"no, did not evacuate"
453,FL,escambia county,12,,,,,,,,"no, did not evacuate"
454,FL,walton county,29,,,WE STAYED BECAUSE WE OUR NIEGHBORS HAD STAYED.,,,,,"no, did not evacuate"
455,FL,monroe county,14,,,,,,,,"no, did not evacuate"
456,FL,santa rosa county,24,have household member who is elderly or has special needs,,,,,,,"no, did not evacuate"
457,FL,walton county,,,,,advice or order by elected officials,,,,"yes, evacuated"
458,FL,monroe county,6,,,,,,,,"no, did not evacuate"
459,FL,gulf county,,,,,advice or order by elected officials,,,,"yes, evacuated"
460,FL,escambia county,16,,,,,,,,"no, did not evacuate"
461,FL,franklin county,,,,,concerned that storm might hit,,,,"yes, evacuated"
462,FL,franklin county,18,probabilities indicated low chance of a hit,traffic too bad,,,,,,"no, did not evacuate"
463,FL,inland counties,7,,,,,,,,"no, did not evacuate"
464,FL,santa rosa county,17,,,,,,,,"no, did not evacuate"
465,FL,gulf county,4,,,,,,,,"no, did not evacuate"
466,FL,escambia county,19,,,,,,,,"no, did not evacuate"
467,FL,gulf county,1,,,,,,,,"no, did not evacuate"
468,FL,okaloosa county,,,,,advice or order by elected officials,,,,"yes, evacuated"
469,FL,escambia county,,,,,advice from national weather service,,,,"yes, evacuated"
470,FL,okaloosa county,6,have household member who is elderly or has special needs,,,,,,,"no, did not evacuate"
471,FL,santa rosa county,,,,,advice from national weather service,,,,"yes, evacuated"
472,FL,monroe county,11,,,,,,,,"no, did not evacuate"
473,FL,okaloosa county,,,,,advice or order by elected officials,,,,"yes, evacuated"
474,FL,escambia county,18,,,,,,,,"no, did not evacuate"
475,FL,bay county,,,,,concerned flooding would cut off roads ,,,,"yes, evacuated"
476,FL,inland counties,6,,,,,,,,"no, did not evacuate"
477,FL,santa rosa county,,,,,experience in other storms,concerned about possible tornados,,,"yes, evacuated"
478,FL,okaloosa county,17,,,,,,,,"no, did not evacuate"
479,FL,walton county,6,,,,,,,,"no, did not evacuate"
480,FL,gulf county,6,,,,,,,,"no, did not evacuate"
481,FL,monroe county,,,,,national weather service issued hurricane watch,,,,"yes, evacuated"
482,FL,okaloosa county,,,,,advice from the media,advice-order from police officer or fire fighter,advice from national weather service,,"yes, evacuated"
483,FL,santa rosa county,6,,,,,,,,"no, did not evacuate"
484,FL,escambia county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
485,FL,walton county,6,,,,,,,,"no, did not evacuate"
486,FL,santa rosa county,27,,,,,,,,"no, did not evacuate"
487,FL,monroe county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
488,FL,inland counties,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
489,FL,gulf county,1,,,,,,,,"no, did not evacuate"
490,FL,escambia county,6,,,,,,,,"no, did not evacuate"
491,FL,monroe county,,,,,advice or order by public safety officials,,,,"yes, evacuated"
492,FL,inland counties,1,,,,,,,,"no, did not evacuate"
493,FL,walton county,1,,,,,,,,"no, did not evacuate"
494,FL,gulf county,13,,,,,,,,"no, did not evacuate"
495,FL,okaloosa county,24,,,,,,,,"no, did not evacuate"
496,FL,walton county,,,,,"other, specify",,,PERSONAL REASONS,"yes, evacuated"
497,FL,escambia county,11,waited too long to leave,,,,,,,"no, did not evacuate"
498,FL,franklin county,2,,,,,,,,"no, did not evacuate"
499,FL,santa rosa county,6,,,,,,,,"no, did not evacuate"
500,FL,escambia county,14,,,,,,,,"no, did not evacuate"
501,FL,monroe county,29,,,,,,,,"no, did not evacuate"
502,FL,monroe county,,,,,experience in other storms,,,,"yes, evacuated"
503,FL,okaloosa county,6,,,,,,,,"no, did not evacuate"
504,FL,santa rosa county,15,,,,,,,,"no, did not evacuate"
505,FL,inland counties,1,,,,,,,,"no, did not evacuate"
506,FL,franklin county,,,,,advice from national weather service,concerned about possible tornados,,,"yes, evacuated"
507,FL,okaloosa county,,,,,advice-order from police officer or fire fighter,,,,"yes, evacuated"
508,FL,inland counties,1,,,,,,,,"no, did not evacuate"
509,FL,escambia county,16,,,,,,,,"no, did not evacuate"
510,FL,santa rosa county,,,,,national weather service issued hurricane warning,,,,"yes, evacuated"
511,FL,walton county,6,,,,,,,,"no, did not evacuate"
512,FL,santa rosa county,,,,,advice or order by elected officials,,,,"yes, evacuated"
513,FL,gulf county,1,,,,,,,,"no, did not evacuate"
514,FL,bay county,,,,,concerned that storm might hit,,,,"yes, evacuated"
515,FL,escambia county,6,,,,,,,,"no, did not evacuate"
516,FL,inland counties,1,,,,,,,,"no, did not evacuate"
517,FL,walton county,6,,,,,,,,"no, did not evacuate"
518,FL,inland counties,5,,,,,,,,"no, did not evacuate"
519,FL,okaloosa county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
520,FL,franklin county,8,forecast said storm would hit a different location,,,,,,,"no, did not evacuate"
521,FL,bay county,,,,,experience in other storms,,,,"yes, evacuated"
522,FL,escambia county,6,had no place to go,,,,,,,"no, did not evacuate"
523,FL,okaloosa county,21,,,,,,,,"no, did not evacuate"
524,FL,monroe county,4,,,,,,,,"no, did not evacuate"
525,FL,walton county,,,,,advice or order by elected officials,,,,"yes, evacuated"
526,FL,gulf county,,,,,advice-order from police officer or fire fighter,,,,"yes, evacuated"
527,FL,gulf county,,,,,experience in other storms,,,,"yes, evacuated"
528,FL,franklin county,12,,,,,,,,"no, did not evacuate"
529,FL,santa rosa county,6,,,,,,,,"no, did not evacuate"
530,FL,monroe county,,,,,advice-order from police officer or fire fighter,,,,"yes, evacuated"
531,FL,okaloosa county,,,,,concerned storm would cause home to flood,,,,"yes, evacuated"
532,FL,santa rosa county,18,,,,,,,,"no, did not evacuate"
533,FL,monroe county,4,,,,,,,,"no, did not evacuate"
534,FL,escambia county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
535,FL,walton county,6,location was on the weak (left) side of the storm,,,,,,,"no, did not evacuate"
536,FL,walton county,,,,,concerned that storm might hit,,,,"yes, evacuated"
537,FL,escambia county,6,,,,,,,,"no, did not evacuate"
538,FL,walton county,5,,,,,,,,"no, did not evacuate"
539,FL,bay county,6,,,,,,,,"no, did not evacuate"
540,FL,inland counties,6,,,,,,,,"no, did not evacuate"
541,FL,santa rosa county,15,no place to take pets/shelter would not accept pets,,,,,,,"no, did not evacuate"
542,FL,franklin county,6,,,,,,,,"no, did not evacuate"
543,FL,monroe county,22,,,,,,,,"no, did not evacuate"
544,FL,escambia county,6,had no place to go,,,,,,,"no, did not evacuate"
545,FL,inland counties,,,,,advice or order by elected officials,,,,"yes, evacuated"
546,FL,okaloosa county,21,house is well built (strong enough to be safe in storm),,,,,,,"no, did not evacuate"
547,FL,santa rosa county,27,,,,,,,,"no, did not evacuate"
548,FL,monroe county,16,,,,,,,,"no, did not evacuate"
549,FL,okaloosa county,21,,,,,,,,"no, did not evacuate"
550,FL,franklin county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
551,FL,gulf county,6,,,,,,,,"no, did not evacuate"
552,FL,franklin county,1,,,,,,,,"no, did not evacuate"
553,FL,walton county,6,,,,,,,,"no, did not evacuate"
554,FL,monroe county,30,,,,,,,,"no, did not evacuate"
555,FL,okaloosa county,6,,,,,,,,"no, did not evacuate"
556,FL,bay county,24,,,,,,,,"no, did not evacuate"
557,FL,walton county,1,,,,,,,,"no, did not evacuate"
558,FL,inland counties,30,,,,,,,,"no, did not evacuate"
559,FL,franklin county,12,,,,,,,,"no, did not evacuate"
560,FL,escambia county,,,,,advice from friend or relative,,,,"yes, evacuated"
561,FL,gulf county,4,,,,,,,,"no, did not evacuate"
562,FL,gulf county,,,,,concerned that storm might hit,,,,"yes, evacuated"
563,FL,santa rosa county,18,,,,,,,,"no, did not evacuate"
564,FL,walton county,23,,,,,,,,"no, did not evacuate"
565,FL,bay county,1,,,,,,,,"no, did not evacuate"
566,FL,monroe county,16,,,,,,,,"no, did not evacuate"
567,FL,santa rosa county,6,,,,,,,,"no, did not evacuate"
568,FL,inland counties,,,,,concerned that storm might hit,,,,"yes, evacuated"
569,FL,santa rosa county,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
570,FL,monroe county,24,had no transportation,,,,,,,"no, did not evacuate"
571,FL,walton county,,,,,advice or order by elected officials,,,,"yes, evacuated"
572,FL,escambia county,,,,,loss of utilities--family member with special needs,,,,"yes, evacuated"
573,FL,bay county,6,,,,,,,,"no, did not evacuate"
574,FL,okaloosa county,,,,,advice or order by elected officials,,,,"yes, evacuated"
575,FL,monroe county,18,,,,,,,,"no, did not evacuate"
576,FL,franklin county,25,,,,,,,,"no, did not evacuate"
577,FL,okaloosa county,6,,,,,,,,"no, did not evacuate"
578,FL,bay county,1,,,,,,,,"no, did not evacuate"
579,FL,walton county,16,,,,,,,,"no, did not evacuate"
580,FL,inland counties,,,,,advice or order by elected officials,,,,"yes, evacuated"
581,FL,santa rosa county,,,,,advice or order by elected officials,,,,"yes, evacuated"
582,FL,gulf county,4,,,,,,,,"no, did not evacuate"
583,FL,franklin county,6,,,,,,,,"no, did not evacuate"
584,FL,gulf county,18,,,,,,,,"no, did not evacuate"
585,FL,santa rosa county,12,,,,,,,,"no, did not evacuate"
586,FL,escambia county,18,,,,,,,,"no, did not evacuate"
587,FL,monroe county,,,,,experience in other storms,,,,"yes, evacuated"
588,FL,franklin county,6,other information indicated storm wouldn't hit,,,,,,,"no, did not evacuate"
589,FL,okaloosa county,6,,,,,,,,"no, did not evacuate"
590,FL,walton county,,,,,experience in other storms,,,,"yes, evacuated"
591,FL,monroe county,16,,,,,,,,"no, did not evacuate"
592,FL,inland counties,13,,,,,,,,"no, did not evacuate"
593,FL,escambia county,19,,,,,,,,"no, did not evacuate"
594,FL,walton county,1,,,,,,,,"no, did not evacuate"
595,FL,bay county,30,,,,,,,,"no, did not evacuate"
596,FL,monroe county,6,,,,,,,,"no, did not evacuate"
597,FL,escambia county,,,,,concerned that storm might hit,,,,"yes, evacuated"
598,FL,okaloosa county,,,,,information about the severity of the storm,,,,"yes, evacuated"
599,FL,walton county,,,,,concerned that storm might hit,,,,"yes, evacuated"
600,FL,santa rosa county,,,,,"other, specify",,,STAYED WITH MY PARENTS,"yes, evacuated"
601,FL,escambia county,,,,,information about the severity of the storm,,,,"yes, evacuated"
602,FL,inland counties,,,,,concerned strong winds would make house unsafe,,,,"yes, evacuated"
603,FL,monroe county,6,,,,,,,,"no, did not evacuate"
604,FL,escambia county,22,,,,,,,,"no, did not evacuate"
605,FL,santa rosa county,7,,,,,,,,"no, did not evacuate"
606,FL,santa rosa county,,,,,"other, specify",,,MY MOTHER HAS A BRAND NEW HOUSE,"yes, evacuated"
607,FL,bay county,6,,,,,,,,"no, did not evacuate"
608,FL,escambia county,29,,,CANT HIDE FROM GOD,,,,,"no, did not evacuate"
609,FL,walton county,,,,,advice or order by elected officials,advice or order by public safety officials,,,"yes, evacuated"
610,FL,escambia county,6,,,,,,,,"no, did not evacuate"
611,FL,walton county,6,,,,,,,,"no, did not evacuate"
612,FL,santa rosa county,,,,,advice or order by elected officials,,,,"yes, evacuated"
613,FL,gulf county,13,,,,,,,,"no, did not evacuate"
614,FL,santa rosa county,6,home is elevated above the level of storm surge,,,,,,,"no, did not evacuate"
615,FL,inland counties,29,,,"WE HAVE A LOT, WE'VE NEVER LEFT",,,,,"no, did not evacuate"
616,FL,inland counties,,,,,"other, specify",,,BE TOGETHER W/ FAMILY,"yes, evacuated"
617,FL,escambia county,14,location was on the weak (left) side of the storm,house is well built (strong enough to be safe in storm),,,,,,"no, did not evacuate"
